Date,Adj Close,Close,High,Low,Open,Volume
2024-06-03 00:00:00+00:00,193.5926666,194.0299988,194.9900055,192.5200043,192.8999939,50080500
2024-06-04 00:00:00+00:00,193.9119568,194.3500061,195.3200073,193.0299988,194.6399994,47471400
2024-06-05 00:00:00+00:00,195.4285278,195.8699951,196.8999939,194.8699951,195.3999939,54156800
2024-06-06 00:00:00+00:00,194.0416565,194.4799957,196.5,194.1699982,195.6900024,41181800
2024-06-07 00:00:00+00:00,196.4462433,196.8899994,196.9400024,194.1399994,194.6499939,53103900
2024-06-10 00:00:00+00:00,192.6847229,193.1199951,197.3000031,192.1499939,196.8999939,97262100
2024-06-11 00:00:00+00:00,206.6831055,207.1499939,207.1600037,193.6300049,193.6499939,172373300
2024-06-12 00:00:00+00:00,212.5897827,213.0700073,220.1999969,206.8999939,207.3699951,198134300
2024-06-13 00:00:00+00:00,213.7571411,214.2400055,216.75,211.6000061,214.7400055,97862700
2024-06-14 00:00:00+00:00,212.0110779,212.4900055,215.1699982,211.3000031,213.8500061,70122700
2024-06-17 00:00:00+00:00,216.1816559,216.6699982,218.9499969,212.7200012,213.3699951,93728300
2024-06-18 00:00:00+00:00,213.8070068,214.2899933,218.6300049,213,217.5899963,79943300
2024-06-20 00:00:00+00:00,209.2074127,209.6799927,214.2400055,208.8500061,213.9299927,86172500
2024-06-21 00:00:00+00:00,207.0223541,207.4900055,211.8899994,207.1100006,210.3899994,246421400
2024-06-24 00:00:00+00:00,207.6708679,208.1399994,212.6999969,206.5899963,207.7200012,80727000
2024-06-25 00:00:00+00:00,208.5987854,209.0700073,211.3800049,208.6100006,209.1499939,56713900
2024-06-26 00:00:00+00:00,212.7693634,213.25,214.8600006,210.6399994,211.5,66213200
2024-06-27 00:00:00+00:00,213.6174622,214.1000061,215.7400055,212.3500061,214.6900024,49772700
2024-06-28 00:00:00+00:00,210.1452789,210.6199951,216.0700073,210.3000031,215.7700043,82542700
2024-07-01 00:00:00+00:00,216.2614746,216.75,217.5099945,211.9199982,212.0899963,60402900
2024-07-02 00:00:00+00:00,219.7735443,220.2700043,220.3800049,215.1000061,216.1499939,58046200
2024-07-03 00:00:00+00:00,221.0506592,221.5500031,221.5500031,219.0299988,220,37369800
2024-07-05 00:00:00+00:00,225.8298492,226.3399963,226.4499969,221.6499939,221.6499939,60412400
2024-07-08 00:00:00+00:00,227.3065338,227.8200073,227.8500061,223.25,227.0899963,59085900
2024-07-09 00:00:00+00:00,228.1645813,228.6799927,229.3999939,226.3699951,227.9299927,48076100
2024-07-10 00:00:00+00:00,232.4548798,232.9799957,233.0800018,229.25,229.3000031,62627700
2024-07-11 00:00:00+00:00,227.0570984,227.5700073,232.3899994,225.7700043,231.3899994,64710600
2024-07-12 00:00:00+00:00,230.0203857,230.5399933,232.6399994,228.6799927,228.9199982,53046500
2024-07-15 00:00:00+00:00,233.8716888,234.3999939,237.2299957,233.0899963,236.4799957,62631300
2024-07-16 00:00:00+00:00,234.2907562,234.8200073,236.2700043,232.3300018,235,43234300
2024-07-17 00:00:00+00:00,228.3641357,228.8800049,231.4600067,226.6399994,229.4499969,57345900
2024-07-18 00:00:00+00:00,223.6747131,224.1799927,230.4400024,222.2700043,230.2799988,66034600
2024-07-19 00:00:00+00:00,223.8044281,224.3099976,226.8000031,223.2799988,224.8200073,49151500
2024-07-22 00:00:00+00:00,223.4552307,223.9600067,227.7799988,223.0899963,227.0099945,48201800
2024-07-23 00:00:00+00:00,224.5028534,225.0099945,226.9400024,222.6799927,224.3699951,39960300
2024-07-24 00:00:00+00:00,218.0474243,218.5399933,224.8000031,217.1300049,224,61777600
2024-07-25 00:00:00+00:00,216.9998169,217.4900055,220.8500061,214.6199951,218.9299927,51391200
2024-07-26 00:00:00+00:00,217.46875,217.9600067,219.4900055,216.0099945,218.6999969,41601300
2024-07-29 00:00:00+00:00,217.7481232,218.2400055,219.3000031,215.75,216.9600067,36311800
2024-07-30 00:00:00+00:00,218.3068542,218.8000031,220.3300018,216.1199951,219.1900024,41643800
2024-07-31 00:00:00+00:00,221.5794678,222.0800018,223.8200073,220.6300049,221.4400024,50036300
2024-08-01 00:00:00+00:00,217.8678436,218.3600006,224.4799957,217.0200043,224.3699951,62501000
2024-08-02 00:00:00+00:00,219.3644562,219.8600006,225.6000061,217.7100067,219.1499939,105568600
2024-08-05 00:00:00+00:00,208.7983398,209.2700043,213.5,196,199.0899963,119548600
2024-08-06 00:00:00+00:00,206.7629242,207.2299957,209.9900055,201.0700073,205.3000031,69660500
2024-08-07 00:00:00+00:00,209.3471069,209.8200073,213.6399994,206.3899994,206.8999939,63516400
2024-08-08 00:00:00+00:00,212.8292236,213.3099976,214.1999969,208.8300018,213.1100006,47161100
2024-08-09 00:00:00+00:00,215.7526398,216.2400055,216.7799988,211.9700012,212.1000061,42201600
2024-08-12 00:00:00+00:00,217.2909393,217.5299988,219.5099945,215.6000061,216.0700073,38028100
2024-08-13 00:00:00+00:00,221.026825,221.2700043,221.8899994,219.0099945,219.0099945,44155300
2024-08-14 00:00:00+00:00,221.4763336,221.7200012,223.0299988,219.6999969,220.5700073,41960600
2024-08-15 00:00:00+00:00,224.4730377,224.7200012,225.3500061,222.7599945,224.6000061,46414000
2024-08-16 00:00:00+00:00,225.8015747,226.0500031,226.8300018,223.6499939,223.9199982,44340200
2024-08-19 00:00:00+00:00,225.6417542,225.8899994,225.9900055,223.0399933,225.7200012,40687800
2024-08-20 00:00:00+00:00,226.2610626,226.5099945,227.1699982,225.4499969,225.7700043,30299000
2024-08-21 00:00:00+00:00,226.1511841,226.3999939,227.9799957,225.0500031,226.5200043,34765500
2024-08-22 00:00:00+00:00,224.2832489,224.5299988,228.3399963,223.8999939,227.7899933,43695300
2024-08-23 00:00:00+00:00,226.5906982,226.8399963,228.2200012,224.3300018,225.6600037,38677300
2024-08-26 00:00:00+00:00,226.9303284,227.1799927,227.2799988,223.8899994,226.7599945,30602200
2024-08-27 00:00:00+00:00,227.7793884,228.0299988,228.8500061,224.8899994,226,35934600
2024-08-28 00:00:00+00:00,226.2410889,226.4900055,229.8600006,225.6799927,227.9199982,38052200
2024-08-29 00:00:00+00:00,229.5374603,229.7899933,232.9199982,228.8800049,230.1000061,51906300
2024-08-30 00:00:00+00:00,228.7483368,229,230.3999939,227.4799957,230.1900024,52990800
2024-09-03 00:00:00+00:00,222.525177,222.7700043,229,221.1699982,228.5500031,50190600
2024-09-04 00:00:00+00:00,220.6072998,220.8500061,221.7799988,217.4799957,221.6600037,43840200
2024-09-05 00:00:00+00:00,222.1356049,222.3800049,225.4799957,221.5200043,221.6300049,36615400
2024-09-06 00:00:00+00:00,220.5773315,220.8200073,225.2400055,219.7700043,223.9499969,48423000
2024-09-09 00:00:00+00:00,220.6672211,220.9100037,221.2700043,216.7100067,220.8200073,67180000
2024-09-10 00:00:00+00:00,219.868103,220.1100006,221.4799957,216.7299957,218.9199982,51591000
2024-09-11 00:00:00+00:00,222.4152985,222.6600037,223.0899963,217.8899994,221.4600067,44587100
2024-09-12 00:00:00+00:00,222.525177,222.7700043,223.5500031,219.8200073,222.5,37498200
2024-09-13 00:00:00+00:00,222.2554779,222.5,224.0399933,221.9100037,223.5800018,36766600
2024-09-16 00:00:00+00:00,216.0822754,216.3200073,217.2200012,213.9199982,216.5399933,59357400
2024-09-17 00:00:00+00:00,216.5517426,216.7899933,216.8999939,214.5,215.75,45519300
2024-09-18 00:00:00+00:00,220.447464,220.6900024,222.7100067,217.5399933,217.5500031,59894900
2024-09-19 00:00:00+00:00,228.6184692,228.8699951,229.8200073,224.6300049,224.9900055,66781300
2024-09-20 00:00:00+00:00,227.9492035,228.1999969,233.0899963,227.6199951,229.9700012,318679900
2024-09-23 00:00:00+00:00,226.2211151,226.4700012,229.4499969,225.8099976,227.3399963,54146000
2024-09-24 00:00:00+00:00,227.1201172,227.3699951,229.3500061,225.7299957,228.6499939,43556100
2024-09-25 00:00:00+00:00,226.1212158,226.3699951,227.2899933,224.0200043,224.9299927,42308700
2024-09-26 00:00:00+00:00,227.2699585,227.5200043,228.5,225.4100037,227.3000031,36636700
2024-09-27 00:00:00+00:00,227.5396576,227.7899933,229.5200043,227.3000031,228.4600067,34026000
2024-09-30 00:00:00+00:00,232.7439423,233,233,229.6499939,230.0399933,54541900
2024-10-01 00:00:00+00:00,225.9614105,226.2100067,229.6499939,223.7400055,229.5200043,63285000
2024-10-02 00:00:00+00:00,226.530777,226.7799988,227.3699951,223.0200043,225.8899994,32880600
2024-10-03 00:00:00+00:00,225.4219818,225.6699982,226.8099976,223.3200073,225.1399994,34044200
2024-10-04 00:00:00+00:00,226.5507507,226.8000031,228,224.1300049,227.8999939,37245100
2024-10-07 00:00:00+00:00,221.4463654,221.6900024,225.6900024,221.3300018,224.5,39505400
2024-10-08 00:00:00+00:00,225.5218811,225.7700043,225.9799957,223.25,224.3000031,31855700
2024-10-09 00:00:00+00:00,229.287735,229.5399933,229.75,224.8300018,225.2299957,33591100
2024-10-10 00:00:00+00:00,228.7882843,229.0399933,229.5,227.1699982,227.7799988,28183500
2024-10-11 00:00:00+00:00,227.2999268,227.5500031,229.4100037,227.3399963,229.3000031,31759200
2024-10-14 00:00:00+00:00,231.0458069,231.3000031,231.7299957,228.6000061,228.6999969,39882100
2024-10-15 00:00:00+00:00,233.5930023,233.8500061,237.4900055,232.3699951,233.6100006,64751400
2024-10-16 00:00:00+00:00,231.5252686,231.7799988,232.1199951,229.8399963,231.6000061,34082200
2024-10-17 00:00:00+00:00,231.8948669,232.1499939,233.8500061,230.5200043,233.4299927,32993800
2024-10-18 00:00:00+00:00,234.7417297,235,236.1799927,234.0099945,236.1799927,46431500
2024-10-21 00:00:00+00:00,236.220108,236.4799957,236.8500061,234.4499969,234.4499969,36254500
2024-10-22 00:00:00+00:00,235.6007996,235.8600006,236.2200012,232.6000061,233.8899994,38846600
2024-10-23 00:00:00+00:00,230.5063934,230.7599945,235.1399994,227.7599945,234.0800018,52287000
2024-10-24 00:00:00+00:00,230.3166199,230.5700073,230.8200073,228.4100037,229.9799957,31109500
2024-10-25 00:00:00+00:00,231.1556854,231.4100037,233.2200012,229.5700073,229.7400055,38802300
2024-10-28 00:00:00+00:00,233.1434937,233.3999939,234.7299957,232.5500031,233.3200073,36087100
2024-10-29 00:00:00+00:00,233.4131927,233.6699982,234.3300018,232.3200073,233.1000061,35417200
2024-10-30 00:00:00+00:00,229.8471222,230.1000061,233.4700012,229.5500031,232.6100006,47070900
2024-10-31 00:00:00+00:00,225.6617279,225.9100037,229.8300018,225.3699951,229.3399963,64370100
2024-11-01 00:00:00+00:00,222.6650238,222.9100037,225.3500061,220.2700043,220.9700012,65276700
2024-11-04 00:00:00+00:00,221.7660065,222.0099945,222.7899933,219.7100067,220.9900055,44944500
2024-11-05 00:00:00+00:00,223.204422,223.4499969,223.9499969,221.1399994,221.8000031,28111300
2024-11-06 00:00:00+00:00,222.475235,222.7200012,226.0700073,221.1900024,222.6100006,54561100
2024-11-07 00:00:00+00:00,227.2299957,227.4799957,227.8800049,224.5700073,224.6300049,42137700
2024-11-08 00:00:00+00:00,226.9600067,226.9600067,228.6600037,226.4100037,227.1699982,38328800
2024-11-11 00:00:00+00:00,224.2299957,224.2299957,225.6999969,221.5,225,42005600
2024-11-12 00:00:00+00:00,224.2299957,224.2299957,225.5899963,223.3600006,224.5500031,40398300
2024-11-13 00:00:00+00:00,225.1199951,225.1199951,226.6499939,222.7599945,224.0099945,48566200
2024-11-14 00:00:00+00:00,228.2200012,228.2200012,228.8699951,225,225.0200043,44923900
